id,property_code,date,occupancy,leased,projection,make_ready,work_orders,turnover
1,georget,2025-02-10,98.04,98.04,98.04,3.0,1.0,
2,georget,2025-02-17,98.03,99.01,98.03,1.0,2.0,
3,georget,2025-02-24,100.0,100.0,100.0,1.0,8.0,
4,georget,2025-03-03,100.0,100.0,100.0,0.0,5.0,
5,georget,2025-03-10,100.0,100.0,100.0,0.0,4.0,
6,georget,2025-03-17,100.0,100.0,100.0,1.0,4.0,
7,georget,2025-03-24,100.0,100.0,100.0,1.0,4.0,
8,georget,2025-03-31,100.0,100.0,100.0,2.0,4.0,
9,georget,2025-04-07,98.04,100.0,98.04,3.0,8.0,
10,georget,2025-04-14,100.0,100.0,100.0,3.0,5.0,
11,georget,2025-04-21,100.0,100.0,100.0,4.0,10.0,
12,georget,2025-04-28,100.0,100.0,100.0,5.0,11.0,
13,georget,2025-05-05,97.06,99.02,97.06,5.0,6.0,
14,georget,2025-05-12,99.02,100.0,99.02,5.0,5.0,
15,georget,2025-05-19,100.0,100.0,100.0,5.0,5.0,
16,georget,2025-05-26,100.0,100.0,100.0,5.0,6.0,
17,georget,2025-06-02,95.1,99.02,95.1,6.0,2.0,
18,georget,2025-06-09,94.12,99.02,94.12,6.0,6.0,
19,georget,2025-06-16,94.12,99.02,94.12,5.0,1.0,
20,georget,2025-06-23,98.04,100.0,98.04,3.0,9.0,
21,georget,2025-06-30,99.02,100.0,99.02,3.0,4.0,
22,georget,2025-07-07,98.04,100.0,98.04,3.0,9.0,
23,georget,2025-07-14,99.02,100.0,99.02,2.0,6.0,
24,georget,2025-07-21,98.04,99.02,98.04,4.0,6.0,
25,georget,2025-07-28,99.02,99.02,99.02,2.0,9.0,
26,georget,2025-08-04,97.06,98.04,97.06,3.0,4.0,
27,georget,2025-08-11,96.08,98.04,96.08,3.0,3.0,
28,georget,2025-08-18,96.08,98.04,96.08,2.0,0.0,
29,georget,2025-08-25,97.06,98.04,97.06,2.0,5.0,
30,georget,2025-09-01,99.02,100.0,99.02,2.0,5.0,
31,georget,2025-09-08,99.02,99.02,99.02,1.0,2.0,
32,georget,2025-09-15,99.02,99.02,99.02,2.0,0.0,
33,georget,2025-09-22,99.02,99.02,99.02,2.0,2.0,
34,georget,2025-09-29,99.02,99.02,99.02,2.0,3.0,
35,georget,2025-10-06,98.04,100.0,98.04,2.0,4.0,
36,georget,2025-10-13,99.02,99.02,99.02,3.0,5.0,
37,georget,2025-10-20,99.02,99.02,99.02,3.0,2.0,
38,georget,2025-10-27,99.02,100.0,99.02,3.0,1.0,
39,georget,2025-11-03,99.02,100.0,99.02,4.0,2.0,
40,georget,2025-11-10,99.02,99.02,99.02,2.0,4.0,
41,georget,2025-11-17,99.02,99.02,99.02,3.0,5.0,
42,georget,2025-11-24,99.02,99.02,99.02,2.0,3.0,
43,georget,2025-12-01,99.02,99.02,99.02,3.0,5.0,
44,georget,2025-12-08,98.04,99.02,98.04,4.0,5.0,
45,georget,2025-12-15,98.04,98.04,98.04,4.0,4.0,
46,georget,2025-12-22,98.04,98.04,98.04,3.0,1.0,
47,georget,2025-12-29,98.08,98.04,98.08,3.0,1.0,
48,georget,2026-01-05,96.08,98.04,96.08,3.0,3.0,
49,georget,2026-01-12,96.08,97.06,96.08,4.0,3.0,
50,georget,2026-01-19,97.06,98.04,97.06,3.0,8.0,
51,georget,2026-01-26,97.05,99.01,97.05,2.0,2.0,
52,georget,2026-02-02,97.06,99.02,97.06,1.0,3.0,
1338,portico,2026-03-09,92.0,93.33,92.0,19.0,8.0,
54,georget,2026-02-16,98.04,100.0,98.04,1.0,4.0,
55,perryh,2021-06-14,87.96,91.67,87.96,,,
56,perryh,2021-06-21,87.04,96.3,87.04,,,
57,perryh,2021-06-28,88.89,96.3,88.89,,,
58,perryh,2021-07-05,88.89,97.22,88.89,,,
59,perryh,2021-07-12,89.81,97.22,89.81,,,
60,perryh,2021-07-19,91.67,99.07,91.67,,,
61,perryh,2021-07-26,89.81,95.37,89.81,,,
62,perryh,2021-08-02,90.74,93.52,90.74,,,
63,perryh,2021-08-09,89.81,93.52,89.81,,,
64,perryh,2021-08-16,93.52,96.3,93.52,,,
65,perryh,2021-08-23,94.44,100.0,94.44,,,
66,perryh,2021-08-30,96.3,99.07,96.3,,,
67,perryh,2021-09-07,96.3,100.0,96.3,,,
68,perryh,2021-09-13,95.37,99.07,95.37,,,
69,perryh,2021-09-20,96.3,98.15,96.3,,,
70,perryh,2021-09-27,95.37,100.0,95.37,,,
71,perryh,2021-10-04,94.44,99.07,94.44,,,
72,perryh,2021-10-11,94.44,99.07,94.44,,,
73,perryh,2021-10-18,95.37,98.15,95.37,,,
74,perryh,2021-10-25,95.37,100.0,95.37,,,
75,perryh,2021-11-01,95.37,99.07,95.37,,,
76,perryh,2021-11-08,94.44,100.0,94.44,,,
77,perryh,2021-11-15,95.37,97.22,95.37,,,
78,perryh,2021-11-22,95.37,98.15,95.37,,,
79,perryh,2021-11-29,94.44,98.15,94.44,,,
80,perryh,2021-12-06,94.44,98.15,94.44,,,
81,perryh,2021-12-13,95.37,96.3,95.37,,,
82,perryh,2021-12-20,94.44,95.37,94.44,,,
83,perryh,2021-12-27,94.44,95.37,94.44,,,
84,perryh,2022-01-03,94.44,94.44,94.44,,,
85,perryh,2022-01-10,91.67,94.44,91.67,,,
86,perryh,2022-01-17,90.74,98.15,90.74,,,
87,perryh,2022-01-24,91.67,97.22,91.67,,,
88,perryh,2022-01-31,93.52,95.37,93.52,,,
89,perryh,2022-02-07,93.52,96.3,93.52,,,
90,perryh,2022-02-14,92.59,92.59,92.59,,,
91,perryh,2022-02-21,93.52,95.37,93.52,,,
92,perryh,2022-02-28,94.44,98.15,94.44,,,
93,perryh,2022-03-07,95.37,97.22,95.37,,,
94,perryh,2022-03-14,96.3,98.15,96.3,,,
95,perryh,2022-03-21,94.44,96.3,94.44,,,
96,perryh,2022-03-28,94.44,96.3,94.44,,,
97,perryh,2022-04-04,92.59,97.22,92.59,,,
98,perryh,2022-04-11,93.52,97.22,93.52,,,
99,perryh,2022-04-18,94.44,97.22,94.44,,,
100,perryh,2022-04-25,93.52,99.07,93.52,,,
101,perryh,2022-05-02,97.22,99.07,97.22,,,
102,perryh,2022-05-09,96.3,100.0,96.3,,,
103,perryh,2022-05-16,97.22,100.0,97.22,,,
104,perryh,2022-05-23,98.15,100.0,98.15,,,
105,perryh,2022-05-30,98.15,100.0,98.15,,,
106,perryh,2022-06-06,97.22,100.0,97.22,,,
107,perryh,2022-06-13,94.44,99.07,94.44,,,
108,perryh,2022-06-20,95.37,99.07,95.37,,,
109,perryh,2022-06-27,95.37,99.07,95.37,,,
110,perryh,2022-07-11,95.37,100.0,95.37,,,
111,perryh,2022-07-18,95.37,100.0,95.37,,,
112,perryh,2022-07-25,96.3,100.0,96.3,,,
113,perryh,2022-08-01,92.59,98.15,92.59,,,
114,perryh,2022-08-08,91.67,95.37,91.67,,,
115,perryh,2022-08-15,87.96,98.15,87.96,,,
116,perryh,2022-08-22,88.89,98.15,88.89,,,
117,perryh,2022-08-29,88.89,99.15,88.89,,,
118,perryh,2022-09-05,92.59,99.07,92.59,,,
119,perryh,2022-09-12,91.66,97.22,91.66,,,
120,perryh,2022-09-19,91.66,99.07,91.66,,,
121,perryh,2022-09-26,92.59,98.15,92.59,,,
122,perryh,2022-10-17,95.37,100.0,95.37,,,
123,perryh,2022-10-24,96.3,100.0,96.3,,,
124,perryh,2022-10-31,94.44,100.0,94.44,,,
125,perryh,2022-11-07,95.37,99.07,95.37,,,
126,perryh,2022-11-14,96.3,100.0,96.3,,,
127,perryh,2022-11-21,97.22,99.07,97.22,,,
128,perryh,2022-11-28,97.22,99.07,97.22,,,
129,perryh,2022-12-05,96.3,100.0,96.3,,,
130,perryh,2022-12-12,98.14,99.07,98.14,,,
131,perryh,2022-12-19,96.3,99.07,96.3,,,
132,perryh,2023-01-09,98.15,100.0,98.15,,,
133,perryh,2023-01-23,97.22,98.18,97.22,,,
134,perryh,2023-01-30,96.29,97.22,96.29,,,
135,perryh,2023-02-06,95.37,98.14,95.37,,,
136,perryh,2023-02-13,95.37,98.15,95.37,,,
137,perryh,2023-02-20,97.22,98.15,97.22,,,
138,perryh,2023-02-27,96.3,98.15,96.3,,,
139,perryh,2023-03-06,95.37,97.22,95.37,,,
140,perryh,2023-03-13,96.3,98.15,96.3,,,
141,perryh,2023-03-20,97.22,99.07,97.22,,,
142,perryh,2023-03-27,97.22,99.07,97.22,,,
143,perryh,2023-04-03,96.3,99.07,96.3,,,
144,perryh,2023-04-10,95.37,98.15,95.37,,,
145,perryh,2023-04-17,95.37,99.07,95.37,,,
146,perryh,2023-04-24,95.37,97.22,95.37,,,
147,perryh,2023-05-01,95.37,97.22,95.37,,,
148,perryh,2023-05-08,93.53,94.44,93.53,,,
149,perryh,2023-05-15,93.52,94.44,93.52,,,
150,perryh,2023-05-22,93.51,93.51,93.51,,,
151,perryh,2023-05-29,90.74,89.81,90.74,18.0,6.0,
152,perryh,2023-06-05,89.81,93.52,89.81,19.0,7.0,
153,perryh,2023-06-12,89.81,94.44,89.81,29.0,7.0,
154,perryh,2023-06-19,90.74,95.37,90.74,24.0,5.0,
155,perryh,2023-06-26,90.74,96.29,90.74,19.0,7.0,
156,perryh,2023-07-03,90.74,93.52,90.74,16.0,5.0,
157,perryh,2023-07-10,88.88,92.59,88.88,16.0,4.0,
158,perryh,2023-07-17,87.96,93.52,87.96,24.0,6.0,
159,perryh,2023-07-24,87.04,91.67,87.04,22.0,8.0,
160,perryh,2023-07-31,88.88,92.59,88.88,20.0,8.0,
161,perryh,2023-08-07,88.89,93.52,88.89,18.0,9.0,
162,perryh,2023-08-14,88.88,93.51,88.88,25.0,5.0,
163,perryh,2023-08-21,88.89,95.37,88.89,22.0,2.0,
164,perryh,2023-08-28,87.03,94.44,87.03,20.0,11.0,
165,perryh,2023-09-04,87.04,92.59,87.04,21.0,2.0,
166,perryh,2023-09-11,87.03,91.66,87.03,25.0,1.0,
167,perryh,2023-09-18,85.19,91.67,85.19,20.0,0.0,
168,perryh,2023-09-25,86.11,90.74,86.11,17.0,7.0,
169,perryh,2023-10-02,87.04,92.59,87.04,16.0,2.0,
170,perryh,2023-10-09,84.25,88.88,84.25,19.0,0.0,
171,perryh,2023-10-16,85.19,89.81,85.19,30.0,7.0,
172,perryh,2023-10-23,85.19,89.81,85.19,28.0,5.0,
173,perryh,2023-10-30,81.48,87.04,81.48,24.0,2.0,
174,perryh,2023-11-06,79.63,87.04,79.63,21.0,0.0,
175,perryh,2023-11-13,81.48,86.11,81.48,28.0,2.0,
176,perryh,2023-11-20,82.41,86.11,82.41,21.0,0.0,
177,perryh,2023-11-27,84.25,87.03,84.25,17.0,3.0,
178,perryh,2023-12-04,85.19,87.96,85.19,15.0,4.0,
179,perryh,2023-12-11,81.48,87.96,81.48,15.0,9.0,
180,perryh,2023-12-18,79.63,85.19,79.63,26.0,4.0,
181,perryh,2023-12-25,79.63,87.04,79.63,26.0,4.0,
182,perryh,2024-01-01,81.48,86.11,81.48,23.0,5.0,
183,perryh,2024-01-08,79.63,87.04,79.63,20.0,10.0,
184,perryh,2024-01-15,83.33,87.96,83.33,22.0,6.0,
185,perryh,2024-01-22,85.18,89.81,85.18,18.0,5.0,
186,perryh,2024-01-29,84.26,90.74,84.26,14.0,4.0,
187,perryh,2024-02-05,86.11,91.66,86.11,13.0,8.0,
188,perryh,2024-02-12,88.89,94.44,88.89,12.0,12.0,
189,perryh,2024-02-19,88.88,96.29,88.88,14.0,7.0,
190,perryh,2024-02-26,91.67,97.22,91.67,11.0,12.0,
191,perryh,2024-03-04,91.67,94.44,91.67,10.0,12.0,
192,perryh,2024-03-11,91.66,98.14,91.66,10.0,0.0,
193,perryh,2024-03-18,94.44,95.37,94.44,16.0,0.0,
194,perryh,2024-03-25,93.52,94.44,93.52,15.0,1.0,
195,perryh,2024-04-01,93.52,96.3,93.52,14.0,4.0,
196,perryh,2024-04-08,93.52,95.37,93.52,13.0,2.0,
197,perryh,2024-04-15,91.67,92.59,91.67,19.0,0.0,
198,perryh,2024-04-22,91.67,95.37,91.67,18.0,0.0,
199,perryh,2024-04-29,91.67,99.07,91.67,19.0,0.0,
200,perryh,2024-05-06,92.59,100.0,92.59,17.0,0.0,
201,perryh,2024-05-13,93.52,97.22,93.52,15.0,0.0,
202,perryh,2024-05-20,94.44,100.0,94.44,15.0,0.0,
203,perryh,2024-05-27,93.52,99.07,93.52,15.0,1.0,
204,perryh,2024-06-03,95.37,99.07,95.37,15.0,5.0,
205,perryh,2024-06-10,97.22,99.07,97.22,11.0,7.0,
206,perryh,2024-06-17,97.22,100.0,97.22,16.0,2.0,
207,perryh,2024-06-24,97.22,100.0,97.22,12.0,1.0,
208,perryh,2024-07-01,97.22,98.15,97.22,11.0,3.0,
209,perryh,2024-07-08,96.3,97.22,96.3,12.0,3.0,
210,perryh,2024-07-15,96.29,100.0,96.29,11.0,2.0,
211,perryh,2024-07-22,97.22,98.14,97.22,8.0,2.0,
212,perryh,2024-07-29,97.22,100.0,97.22,12.0,4.0,
213,perryh,2024-08-05,95.37,98.15,95.37,13.0,1.0,
214,perryh,2024-08-12,95.37,98.15,95.37,14.0,4.0,
215,perryh,2024-08-19,96.29,99.07,96.29,20.0,4.0,
216,perryh,2024-08-26,93.52,98.15,93.52,16.0,5.0,
217,perryh,2024-09-02,93.52,97.22,93.52,15.0,4.0,
218,perryh,2024-09-09,89.81,92.59,89.81,16.0,3.0,
219,perryh,2024-09-16,89.81,91.67,89.81,15.0,5.0,
220,perryh,2024-09-23,88.88,91.66,88.88,15.0,8.0,
221,perryh,2024-09-30,87.96,92.59,87.96,13.0,6.0,
222,perryh,2024-10-07,88.89,97.22,88.89,10.0,3.0,
223,perryh,2024-10-14,92.59,97.22,92.59,17.0,6.0,
224,perryh,2024-10-21,93.51,96.29,93.51,12.0,3.0,
225,perryh,2024-10-28,94.44,98.15,94.44,9.0,12.0,
226,perryh,2024-11-04,93.51,97.22,93.51,9.0,7.0,
227,perryh,2024-11-11,92.59,98.15,92.59,8.0,17.0,
228,perryh,2024-11-18,93.51,98.14,93.51,9.0,10.0,
229,perryh,2024-11-25,93.52,98.15,93.52,8.0,4.0,
230,perryh,2024-12-02,94.44,96.29,94.44,6.0,13.0,
231,perryh,2024-12-09,95.37,97.22,95.37,9.0,6.0,
232,perryh,2024-12-16,95.37,98.14,95.37,10.0,12.0,
233,perryh,2024-12-23,96.29,99.07,96.29,6.0,9.0,
234,perryh,2024-12-30,97.22,100.0,97.22,4.0,9.0,
235,perryh,2025-01-06,98.14,100.0,98.14,3.0,6.0,
236,perryh,2025-01-13,99.07,100.0,99.07,3.0,11.0,
237,perryh,2025-01-20,100.0,100.0,100.0,7.0,7.0,
238,perryh,2025-01-27,97.22,99.07,97.22,5.0,8.0,
239,perryh,2025-02-03,97.22,99.07,97.22,7.0,9.0,
240,perryh,2025-02-10,98.15,99.07,98.15,8.0,8.0,
241,perryh,2025-02-17,93.52,95.37,93.52,19.0,1.0,
242,perryh,2025-02-24,92.59,93.52,92.59,13.0,1.0,
243,perryh,2025-03-03,92.59,94.4,92.59,10.0,3.0,
244,perryh,2025-03-10,92.59,94.44,92.59,13.0,5.0,
245,perryh,2025-03-17,92.59,94.44,92.59,21.0,2.0,
246,perryh,2025-03-24,92.59,97.22,92.59,14.0,2.0,
247,perryh,2025-03-31,92.59,95.37,92.59,15.0,4.0,
248,perryh,2025-04-07,90.74,93.52,90.74,14.0,4.0,
249,perryh,2025-04-18,89.8,93.5,89.8,20.0,6.0,
250,perryh,2025-04-21,87.96,91.67,87.96,22.0,9.0,
251,perryh,2025-04-28,87.96,93.52,87.96,19.0,5.0,
252,perryh,2025-05-05,86.11,93.52,86.11,15.0,7.0,
253,perryh,2025-05-12,87.04,94.44,87.04,12.0,3.0,
254,perryh,2025-05-19,89.81,94.44,89.81,15.0,2.0,
255,perryh,2025-05-26,89.81,94.44,89.81,12.0,0.0,
256,perryh,2025-06-02,90.74,95.37,90.74,11.0,14.0,
257,perryh,2025-06-09,90.74,93.52,90.74,11.0,5.0,
258,perryh,2025-06-16,89.81,91.67,89.81,14.0,17.0,
259,perryh,2025-06-23,89.81,92.59,89.81,14.0,10.0,
260,perryh,2025-06-30,87.04,92.59,87.04,16.0,9.0,
261,perryh,2025-07-07,88.89,95.37,88.89,13.0,8.0,
262,perryh,2025-07-14,92.59,97.22,92.59,18.0,11.0,
263,perryh,2025-07-21,91.67,97.22,91.67,13.0,12.0,
264,perryh,2025-07-28,93.52,97.22,93.52,11.0,13.0,
265,perryh,2025-08-04,95.37,97.22,95.37,10.0,8.0,
266,perryh,2025-08-11,95.37,96.3,95.37,10.0,11.0,
267,perryh,2025-08-18,94.44,98.15,94.44,16.0,10.0,
268,perryh,2025-08-25,94.44,98.15,94.44,12.0,8.0,
269,perryh,2025-09-01,92.59,97.22,92.59,12.0,11.0,
270,perryh,2025-09-08,91.67,96.3,91.67,9.0,7.0,
271,perryh,2025-09-15,89.81,98.15,89.81,16.0,8.0,
272,perryh,2025-09-22,92.59,98.15,92.59,14.0,8.0,
273,perryh,2025-09-29,92.59,96.3,92.59,13.0,7.0,
274,perryh,2025-10-06,92.59,97.22,92.59,12.0,3.0,
275,perryh,2025-10-13,93.52,97.22,93.52,22.0,7.0,
276,perryh,2025-10-20,94.77,97.22,94.77,15.0,9.0,
277,perryh,2025-10-27,91.67,95.37,91.67,12.0,5.0,
278,perryh,2025-11-03,91.67,94.44,91.67,11.0,3.0,
279,perryh,2025-11-10,91.67,95.37,91.67,12.0,3.0,
280,perryh,2025-11-17,91.67,94.44,91.67,18.0,5.0,
281,perryh,2025-11-24,91.67,97.22,91.67,14.0,5.0,
282,perryh,2025-12-01,89.81,97.22,89.81,13.0,7.0,
283,perryh,2025-12-08,94.44,96.3,94.44,11.0,4.0,
284,perryh,2025-12-15,94.44,97.22,94.44,14.0,3.0,
285,perryh,2025-12-22,96.3,99.07,96.3,12.0,9.0,
286,perryh,2025-12-29,96.3,99.07,96.3,11.0,7.0,
287,perryh,2026-01-05,97.22,100.0,97.22,12.0,13.0,
288,perryh,2026-01-12,95.37,97.22,95.37,22.0,7.0,
289,perryh,2026-01-19,93.52,95.37,93.52,18.0,3.0,
290,perryh,2026-01-26,91.67,94.44,91.67,14.0,6.0,
291,perryh,2026-02-02,90.74,95.35,90.74,13.0,0.0,
293,perryh,2026-02-16,92.59,93.52,92.59,10.0,5.0,
1339,georget,2026-03-09,97.05,100.0,97.05,1.0,3.0,
292,perryh,2026-02-09,91.66,94.44,91.66,11.0,6.0,
296,perryh,2026-02-24,91.66,94.44,91.66,11.0,6.0,
297,perryh,2026-02-25,91.66,94.44,91.66,11.0,6.0,
294,perryh,2026-02-23,91.66,94.44,91.66,11.0,6.0,
299,longvw,2021-01-01,97.04,100.0,97.04,,,
300,longvw,2021-01-08,97.78,100.0,97.78,,,
301,longvw,2021-01-15,97.78,100.0,97.78,,,
302,longvw,2021-01-22,97.78,100.0,97.78,,,
303,longvw,2021-01-29,97.78,100.0,97.78,,,
304,longvw,2021-02-05,97.78,98.52,97.78,,,
305,longvw,2021-02-12,98.52,99.26,98.52,,,
306,longvw,2021-02-19,98.52,99.26,98.52,,,
307,longvw,2021-02-26,99.26,99.26,99.26,,,
308,longvw,2021-03-05,99.26,99.26,99.26,,,
309,longvw,2021-03-12,97.78,99.26,97.78,,,
310,longvw,2021-03-19,97.78,99.26,97.78,,,
311,longvw,2021-03-26,99.26,99.26,99.26,,,
312,longvw,2021-04-02,99.26,99.26,99.26,,,
313,longvw,2021-04-09,97.79,99.26,97.79,,,
314,longvw,2021-04-16,96.3,98.52,96.3,,,
315,longvw,2021-04-23,95.56,97.78,95.56,,,
316,longvw,2021-04-30,96.3,97.78,96.3,,,
317,longvw,2021-05-07,97.04,97.78,97.04,,,
318,longvw,2021-05-14,97.78,97.78,97.78,,,
319,longvw,2021-05-21,98.52,97.78,98.52,,,
320,longvw,2021-05-28,98.52,97.78,98.52,,,
321,longvw,2021-06-07,97.04,99.26,97.04,,,
322,longvw,2021-06-14,97.04,100.0,97.04,,,
323,longvw,2021-06-21,98.52,100.0,98.52,,,
324,longvw,2021-06-28,97.78,99.26,97.78,,,
325,longvw,2021-07-05,97.78,100.0,97.78,,,
326,longvw,2021-07-12,97.78,100.0,97.78,,,
327,longvw,2021-07-19,98.52,100.0,98.52,,,
328,longvw,2021-07-26,97.78,100.0,97.78,,,
329,longvw,2021-07-31,97.04,100.0,97.04,,,
330,longvw,2021-08-09,96.3,100.0,96.3,,,
331,longvw,2021-08-16,97.78,100.0,97.78,,,
332,longvw,2021-08-23,98.52,100.0,98.52,,,
333,longvw,2021-08-30,99.26,100.0,99.26,,,
334,longvw,2021-09-06,97.04,100.0,97.04,,,
335,longvw,2021-09-13,97.78,100.0,97.78,,,
336,longvw,2021-09-20,98.52,100.0,98.52,,,
337,longvw,2021-09-27,98.52,100.0,98.52,,,
338,longvw,2021-10-04,98.52,100.0,98.52,,,
339,longvw,2021-10-11,99.26,100.0,99.26,,,
340,longvw,2021-10-18,99.26,100.0,99.26,,,
341,longvw,2021-10-25,99.26,100.0,99.26,,,
342,longvw,2021-11-01,97.78,100.0,97.78,,,
343,longvw,2021-11-08,97.04,100.0,97.04,,,
344,longvw,2021-11-15,97.78,100.0,97.78,,,
345,longvw,2021-11-22,97.78,100.0,97.78,,,
346,longvw,2021-11-29,97.78,100.0,97.78,,,
347,longvw,2021-12-06,98.52,99.26,98.52,,,
348,longvw,2021-12-13,98.52,99.26,98.52,,,
349,longvw,2021-12-20,97.78,99.26,97.78,,,
350,longvw,2021-12-27,97.78,99.26,97.78,,,
351,longvw,2022-01-03,97.78,99.26,97.78,,,
352,longvw,2022-01-10,97.04,99.26,97.04,,,
353,longvw,2022-01-17,98.52,98.52,98.52,,,
354,longvw,2022-01-24,98.52,99.26,98.52,,,
355,longvw,2022-01-31,97.78,99.26,97.78,,,
356,longvw,2022-02-07,95.56,98.52,95.56,,,
357,longvw,2022-02-14,96.3,98.52,96.3,,,
358,longvw,2022-02-21,96.3,98.52,96.3,,,
359,longvw,2022-02-28,95.56,98.52,95.56,,,
360,longvw,2022-03-07,95.56,97.78,95.56,,,
361,longvw,2022-03-14,95.56,99.26,95.56,,,
362,longvw,2022-03-21,97.78,99.26,97.78,,,
363,longvw,2022-03-28,98.52,99.26,98.52,,,
364,longvw,2022-04-04,96.3,97.78,96.3,,,
365,longvw,2022-04-11,97.04,97.78,97.04,,,
366,longvw,2022-04-18,95.56,97.78,95.56,,,
367,longvw,2022-04-25,94.81,98.52,94.81,,,
368,longvw,2022-05-02,95.56,98.52,95.56,,,
369,longvw,2022-05-09,95.55,98.51,95.55,,,
370,longvw,2022-05-16,96.3,98.52,96.3,,,
371,longvw,2022-05-23,96.3,99.26,96.3,,,
372,longvw,2022-05-30,97.04,99.26,97.04,,,
373,longvw,2022-06-06,97.04,99.26,97.04,,,
374,longvw,2022-06-13,95.53,97.78,95.53,,,
375,longvw,2022-06-20,95.53,98.51,95.53,,,
376,longvw,2022-06-27,93.33,95.56,93.33,,,
377,longvw,2022-07-11,90.37,94.81,90.37,,,
378,longvw,2022-07-18,92.59,96.3,92.59,,,
379,longvw,2022-07-25,93.33,96.3,93.33,,,
380,longvw,2022-08-01,94.07,96.3,94.07,,,
381,longvw,2022-08-08,94.81,96.3,94.81,,,
382,longvw,2022-08-15,94.07,97.04,94.07,,,
383,longvw,2022-08-22,94.07,99.26,94.07,,,
384,longvw,2022-08-29,95.56,99.26,95.56,,,
385,longvw,2022-09-06,96.3,98.52,96.3,,,
386,longvw,2022-09-12,94.07,97.78,94.07,,,
387,longvw,2022-09-19,95.55,97.78,95.55,,,
388,longvw,2022-09-26,95.55,97.03,95.55,,,
389,longvw,2022-10-17,97.78,98.52,97.78,,,
390,longvw,2022-10-24,97.78,98.52,97.78,,,
391,longvw,2022-10-31,97.04,97.78,97.04,,,
392,longvw,2022-11-07,97.04,98.52,97.04,,,
393,longvw,2022-11-14,97.04,97.04,97.04,,,
394,longvw,2022-11-21,95.56,97.04,95.56,,,
395,longvw,2022-11-28,95.56,97.78,95.56,,,
396,longvw,2022-12-05,96.3,97.78,96.3,,,
397,longvw,2022-12-12,96.3,97.78,96.3,,,
398,longvw,2022-12-19,95.55,97.03,95.55,,,
399,longvw,2023-01-09,93.33,94.81,93.33,,,
400,longvw,2023-01-16,92.59,95.55,92.59,,,
401,longvw,2023-01-23,92.59,94.81,92.59,,,
402,longvw,2023-01-30,92.59,94.07,92.59,,,
403,longvw,2023-02-06,92.59,95.56,92.59,,,
404,longvw,2023-02-13,94.07,97.77,94.07,,,
405,longvw,2023-02-20,95.56,97.78,95.56,,,
406,longvw,2023-02-27,94.81,99.26,94.81,,,
407,longvw,2023-03-06,97.04,98.52,97.04,,,
408,longvw,2023-03-13,97.03,97.77,97.03,,,
409,longvw,2023-03-20,95.56,97.04,95.56,,,
410,longvw,2023-03-27,94.07,94.81,94.07,,,
411,longvw,2023-04-03,92.59,92.59,92.59,,,
412,longvw,2023-04-10,90.37,93.33,90.37,,,
413,longvw,2023-04-17,90.37,94.81,90.37,,,
414,longvw,2023-04-24,88.89,95.56,88.89,,,
415,longvw,2023-05-01,88.13,93.33,88.13,,,
416,longvw,2023-05-08,90.37,94.07,90.37,,,
417,longvw,2023-05-15,87.4,94.07,87.4,,,
418,longvw,2023-05-22,90.37,94.81,90.37,,,
419,longvw,2023-05-29,91.84,94.81,91.84,21.0,8.0,
420,longvw,2023-06-05,91.85,94.07,91.85,,,
421,longvw,2023-06-12,91.85,94.81,91.85,,,
422,longvw,2023-06-19,91.11,96.3,91.11,19.0,5.0,
423,longvw,2023-06-26,91.85,98.52,91.85,,,
424,longvw,2023-07-03,96.3,100.0,96.3,,,
425,longvw,2023-07-10,96.3,100.0,96.3,,,
426,longvw,2023-07-17,97.04,100.0,97.04,,,
427,longvw,2023-07-24,94.81,97.78,94.81,,,
428,longvw,2023-07-31,94.81,98.5,94.81,,,
429,longvw,2023-08-07,94.07,97.04,94.07,21.0,2.0,
430,longvw,2023-08-14,94.07,100.0,94.07,21.0,3.0,
431,longvw,2023-08-21,94.81,100.0,94.81,20.0,7.0,
432,longvw,2023-08-28,97.04,99.26,97.04,12.0,7.0,
433,longvw,2023-09-04,94.81,98.52,94.81,12.0,5.0,
434,longvw,2023-09-11,94.81,99.26,94.81,8.0,4.0,
435,longvw,2023-09-18,97.78,99.26,97.78,6.0,4.0,
436,longvw,2023-09-25,99.26,100.0,99.26,4.0,3.0,
437,longvw,2023-10-02,98.52,99.26,98.52,5.0,6.0,
438,longvw,2023-10-09,98.52,99.26,98.52,6.0,1.0,
439,longvw,2023-10-16,97.78,98.52,97.78,6.0,0.0,
440,longvw,2023-10-23,97.78,99.26,97.78,8.0,5.0,
441,longvw,2023-11-06,97.78,98.52,97.78,9.0,2.0,
442,longvw,2023-11-13,97.04,98.52,97.04,11.0,3.0,
443,longvw,2023-11-20,96.3,97.04,96.3,11.0,3.0,
444,longvw,2023-11-27,96.3,97.04,96.3,11.0,2.0,
445,longvw,2023-12-04,94.07,95.56,94.07,10.0,0.0,
446,longvw,2023-12-11,94.81,96.3,94.81,14.0,4.0,
447,longvw,2023-12-18,95.56,97.04,95.56,12.0,2.0,
448,longvw,2023-12-25,94.81,96.3,94.81,10.0,1.0,
449,longvw,2024-01-01,94.81,96.3,94.81,9.0,2.0,
450,longvw,2024-01-08,94.81,96.3,94.81,13.0,3.0,
451,longvw,2024-01-15,95.56,97.78,95.56,12.0,3.0,
452,longvw,2024-01-22,95.56,96.3,95.56,11.0,10.0,
